fund_id,company_name,fund_name_raw,fund_name_normalized,fund_code,management_company,asset_type_l1,asset_type_l2,investment_region,investment_target,risk_grade,risk_grade_text,benchmark,volatility,inception_date,inception_status,inception_scheduled_date,currency_hedge,fund_structure,tdf_vintage,bond_duration_bucket,source_doc_id,source_page,source_text
FUND000037,한화자산운용,한화코리아밸류채권증권 자투자신탁(채권),한화코리아밸류채권증권자투자신탁,88883,한화자산운용주식회사,채권형,국내회사채,국내,A- 이상 국내채권과 A2- 이상 CP 중심 투자,5,5등급(낮은 위험),KIS-Reuters 회사채 A-이상 5년이하 60%+KIS-Reuters 종합 1~2년 35%+매경 BP Call 5%,1.03,2008-10-28,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형|모자형,,,DOC000039,1|11|13|23|25|51|53|56,"[p.1] 작성기준일 2025-11-06; 효력발생일 2025-11-18; 5등급(낮은 위험) | [p.11,23,51-56] 펀드코드 88883; A- 이상 국내채권과 A2- 이상 CP 중심 투자; 비교지수 KIS-Reuters 회사채 A-이상 5년이하 60%+KIS-Reuters 종합 1~2년 35%+매경 BP Call 5%; 설정일 이후 변동성 1.03%"
FUND000038,신한자산운용,신한초단기채증권투자신탁[채권],신한초단기채증권투자신탁,EB483,신한자산운용(주),채권형,국내초단기채,국내,만기가 짧은 채권 등에 주로 투자하고 목표 잔존만기를 90일~180일로 운용,5,5등급(낮은 위험),KAP CALL 100%,0.12,2024-05-24,ESTABLISHED,,,투자신탁|증권형(채권형)|개방형|추가형|종류형,,초단기,DOC000040,1|4|9|11|38,[p.1] 작성기준일 2025-08-07; 효력발생일 2025-08-14; 5등급(낮은 위험) | [p.5] 펀드코드 EB483; 만기가 짧은 채권 등에 주로 투자하고 목표 잔존만기를 90일~180일로 운용; 비교지수 KAP CALL 100% | [p.12] 최초 설정 2024-05-24 | [p.48-49] 설정일 이후 수익률 변동성 0.12%
FUND000039,신한자산운용,신한코리아롱숏증권자투자신탁[주식],신한코리아롱숏증권자투자신탁,AO420,신한자산운용(주),주식형,국내롱숏,국내,국내 주식 롱포지션과 주식차입매도·파생상품 등 숏포지션을 병행하며 일반적으로 순주식 노출 0~30% 운용,3,3등급(다소 높은 위험),,7.45,2014-02-05,ESTABLISHED,,,투자신탁|증권형(주식형)|개방형|추가형|종류형|모자형,,,DOC000041,1|5|11|12|48|49,[p.1] 작성기준일 2025-02-14; 효력발생일 2025-02-21; 3등급(다소 높은 위험) | [p.5] 펀드코드 AO420; 국내 주식 롱포지션과 주식차입매도·파생상품 등 숏포지션을 병행하며 일반적으로 순주식 노출 0~30% 운용; 비교지수 없음 | [p.12] 최초 설정 2014-02-05 | [p.48-49] 설정일 이후 수익률 변동성 7.45%
FUND000040,신한자산운용,신한퇴직연금국공채증권자투자신탁[채권],신한퇴직연금국공채증권자투자신탁,56941,신한자산운용(주),채권형,국내국공채,국내,국채·통안채·공사채·지방채 등 국공채 중심의 신한단기국공채증권모투자신탁에 주로 투자,5,5등급(낮은 위험),KBP국공채(1-1.5년) 95% + 콜금리 5%,0.98,2006-05-18,ESTABLISHED,,,투자신탁|증권형(채권형)|개방형|추가형|종류형|모자형,,단기,DOC000042,1|4|9|10|33,[p.1] 작성기준일 2025-08-07; 효력발생일 2025-08-14; 5등급(낮은 위험) | [p.5] 펀드코드 56941; 국채·통안채·공사채·지방채 등 국공채 중심의 신한단기국공채증권모투자신탁에 주로 투자; 비교지수 KBP국공채(1-1.5년) 95% + 콜금리 5% | [p.12] 최초 설정 2006-05-18 | [p.48-49] 설정일 이후 수익률 변동성 0.98%
FUND000041,신한자산운용,신한상대가치장기증권자투자신탁[채권],신한상대가치장기증권자투자신탁,54373,신한자산운용(주),채권형,국내중장기채,국내,상대가치종합채권 모펀드를 중심으로 ESG 중장기채권 모펀드를 일부 편입하여 국내 채권에 투자,5,5등급(낮은 위험),매경BP종합채권지수 95% + 콜금리 5%,2.6,2006-02-01,ESTABLISHED,,,투자신탁|증권형(채권형)|개방형|추가형|종류형|모자형,,장기,DOC000043,1|4|9|11|48|49,[p.1] 작성기준일 2025-02-20; 효력발생일 2025-02-27; 5등급(낮은 위험) | [p.5] 펀드코드 54373; 상대가치종합채권 모펀드를 중심으로 ESG 중장기채권 모펀드를 일부 편입하여 국내 채권에 투자; 비교지수 매경BP종합채권지수 95% + 콜금리 5% | [p.12] 최초 설정 2006-02-01 | [p.48-49] 설정일 이후 수익률 변동성 2.6%
FUND000042,교보악사자산운용,교보악사 Tomorrow 장기우량 증권투자신탁 K-1호(채권),교보악사Tomorrow장기우량증권투자신탁K-1호(채권),59920,교보악사자산운용㈜,채권형,국내장기우량채,국내,국내 채권 60% 이상 투자 및 신용스프레드 분석,5,5등급(낮은 위험),KOBI Market 90% + MMI_CALL 10%,2.66,2006-09-05,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,장기,DOC000044,1|5|15|57|59,"[p.1,5,15] 교보악사 Tomorrow 장기우량 증권투자신탁 K-1호(채권); 5등급(낮은 위험); 코드 59920; 최초설정 2006-09-05; 비교지수 KOBI Market 90% + MMI_CALL 10%"
FUND000043,교보악사자산운용,교보악사 내일환매 초단기우량채증권투자신탁[채권],교보악사내일환매초단기우량채증권투자신탁[채권],DZ371,교보악사자산운용㈜,채권형,국내초단기우량채,국내,AA 이상 채권과 A1 단기사채·CP 중심 투자,6,6등급(매우 낮은 위험),MK 머니마켓 지수 100%,0.22,2022-12-21,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,초단기,DOC000045,1|5|15|57|59,"[p.1,5,15] 교보악사 내일환매 초단기우량채증권투자신탁[채권]; 6등급(매우 낮은 위험); 코드 DZ371; 최초설정 2022-12-21; 비교지수 MK 머니마켓 지수 100%"
FUND000044,교보악사자산운용,교보악사 파워인덱스 증권 자투자신탁 1호(주식),교보악사파워인덱스증권자투자신탁1호(주식),89527,교보악사자산운용㈜,주식형,국내인덱스,국내,국내 주식형 모투자신탁에 60% 이상 투자하여 KOSPI200 지수 수익률 추구,2,2등급(높은 위험),KOSPI200 지수 100%,17.33,2008-12-19,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형|모자형,,,DOC000046,1|5|15|54|66,"[p.1,5,15] 교보악사 파워인덱스 증권 자투자신탁 1호(주식); 2등급; 코드 89527; 최초설정 2008-12-19; KOSPI200 추종"
FUND000045,교보악사자산운용,교보악사 파워인덱스증권자투자신탁 2호[주식],교보악사파워인덱스증권자투자신탁2호[주식],69889,교보악사자산운용㈜,주식형,국내인덱스,국내,국내 주식형 모투자신탁에 60% 이상 투자하여 KOSPI200 지수 수익률 추구,2,2등급(높은 위험),KOSPI200 지수 100%,21.31,2007-06-04,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형|모자형,,,DOC000047,1|5|15|54|66,"[p.1,5,15] 교보악사 파워인덱스증권자투자신탁 2호[주식]; 2등급; 코드 69889; 최초설정 2007-06-04; KOSPI200 추종"
FUND000046,삼성자산운용,삼성ABF코리아장기채권인덱스증권투자신탁[채권],삼성ABF코리아장기채권인덱스증권투자신탁[채권],48769,삼성자산운용주식회사,채권형,국내장기채권인덱스,국내,국공채·준국채 등에 신탁재산의 90% 이상 투자하여 iBoxx ABF Korea Index 추종,4,4등급(보통위험),iBoxx ABF Korea Index 100%,4.43,2005-04-26,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,장기,DOC000048,1|7|11|20|51|80,"[p.1,7,11,20] 삼성ABF코리아장기채권인덱스증권투자신탁[채권]; 코드 48769; 위험 4등급; iBoxx ABF Korea Index 추종"
FUND000047,삼성자산운용,삼성클래식연금증권전환형투자신탁 제1호[채권],삼성클래식연금증권전환형투자신탁제1호[채권],31490,삼성자산운용주식회사,채권형,국내채권,국내,국내채권에 주로 투자하여 이자소득과 자본소득 추구,5,5등급,KOBI30 100%,0.75,2001-02-07,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,,DOC000049,1|7|10|11,"[p.1,7] 삼성클래식연금증권전환형투자신탁 제1호[채권]; 코드 31490; 위험 5등급; 비교지수 KOBI30 100%"
FUND000048,삼성자산운용,삼성코리아중기채권증권자투자신탁 제1호[채권],삼성코리아중기채권증권자투자신탁제1호[채권],AF704,삼성자산운용주식회사,채권형,국내중기채권,국내,국내채권에 주로 투자하여 이자소득과 자본소득 추구,5,5등급,국내채권 지수,,2013-02-27,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,중기,DOC000050,1|7|10|11,"[p.1,7] 삼성코리아중기채권증권자투자신탁 제1호[채권]; 코드 AF704; 위험 5등급; 비교지수 국내채권 지수"
FUND000049,삼성자산운용,삼성퇴직연금인덱스12M증권자투자신탁 제1호[채권],삼성퇴직연금인덱스12M증권자투자신탁제1호[채권],53374,삼성자산운용주식회사,채권형,국내단기채권인덱스,국내,국내채권에 주로 투자하여 이자소득과 자본소득 추구,6,6등급,KOBI120(국공채) 100%,0.37,2005-12-30,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,단기,DOC000051,1|7|10|11,"[p.1,7] 삼성퇴직연금인덱스12M증권자투자신탁 제1호[채권]; 코드 53374; 위험 6등급; 비교지수 KOBI120(국공채) 100%"
FUND000050,삼성자산운용,삼성클래식연금증권전환형자투자신탁 제1호[주식],삼성클래식연금증권전환형자투자신탁제1호[주식],88836,삼성자산운용주식회사,주식형,국내액티브주식,국내,국내주식 모투자신탁에 주로 투자하여 자본소득 추구,2,2등급,KOSPI 95% + CD3개월 5%,15.5,2008-12-30,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000052,1|7|10|11,"[p.1,7] 삼성클래식연금증권전환형자투자신탁 제1호[주식]; 코드 88836; 위험 2등급; 비교지수 KOSPI 95% + CD3개월 5%"
FUND000051,삼성자산운용,삼성퇴직연금KOSPI200증권자투자신탁 제1호[주식],삼성퇴직연금KOSPI200증권자투자신탁제1호[주식],53400,삼성자산운용주식회사,주식형,국내인덱스,국내,국내주식 모투자신탁에 주로 투자하여 자본소득 추구,2,2등급,KOSPI200 100%,20.22,2006-03-28,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000053,1|7|10|11,"[p.1,7] 삼성퇴직연금KOSPI200증권자투자신탁 제1호[주식]; 코드 53400; 위험 2등급; 비교지수 KOSPI200 100%"
FUND000052,미래에셋자산운용,미래에셋장기성장포커스증권자투자신탁1호(주식),미래에셋장기성장포커스증권자투자신탁1호(주식),98291,미래에셋자산운용㈜,주식형,국내액티브주식,국내,미래에셋 장기성장 포커스 증권 모투자신탁(주식)에 90% 이상 투자,1,1등급(매우 높은 위험),KOSPI,52.95,2010-12-23,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|모자형|종류형,,,DOC000054,1|3|9|18|21|46|48,"[p.1,3,21] 미래에셋장기성장포커스증권자투자신탁1호(주식); 코드 98291; 위험 1등급; 97.5% VaR 52.95%"
FUND000053,미래에셋자산운용,미래에셋고배당포커스연금저축증권전환형자투자신탁1호(주식),미래에셋고배당포커스연금저축증권전환형자투자신탁1호(주식),AK623,미래에셋자산운용㈜,주식형,주식,국내,투자목적 이 투자신탁은 소득세법 및 조세특례제한법등 관련법령에 의하여 수익자의 노후생활을 대비하기 위한 자금마련을 목적으 로 하는 연금저축투자신탁으로서 국내 주식에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하여 수익을 추구하는 것을 목적으로 합니다.,3,3등급,KOSPI,,2013-08-19,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000055,1|3|8|44|46|12|13,[p.1] 미래에셋고배당포커스연금저축증권전환형자투자신탁1호(주식); 코드 AK623; 위험 3등급 | [p.12|13] 운용전문인력 변경내역 시작일 및 최초 종류 C 설정일 2013-08-19
FUND000054,미래에셋자산운용,미래에셋코어밸류연금저축증권전환형자투자신탁1호(주식),미래에셋코어밸류연금저축증권전환형자투자신탁1호(주식),AL438,미래에셋자산운용㈜,주식형,주식,국내,투자목적 이 투자신탁은 소득세법 및 조세특례제한법등 관련법령에 의하여 수익자의 노후생활을 대비하기 위한 자금마련을 목적으 로 하는 연금저축투자신탁으로서 국내주식에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주 된 투자대상자산으로 하여 수익을 추구하는 것을 목적으로 합니다.,2,2등급,KOSPI,,2013-09-30,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000056,1|3|9|48|49|13|15,[p.1] 미래에셋코어밸류연금저축증권전환형자투자신탁1호(주식); 코드 AL438; 위험 2등급 | [p.13|15] 운용전문인력 변경내역 시작일 및 최초 종류 C 설정일 2013-09-30
FUND000055,미래에셋자산운용,미래에셋프리미엄크레딧알파증권자투자신탁(채권),미래에셋프리미엄크레딧알파증권자투자신탁(채권),61842,미래에셋자산운용㈜,채권형,채권,국내,투자목적 이 투자신탁은 채무증권에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으 로 하여 수익을 추구합니다.,6,6등급,KOBI120 X 100% KOBI120 : 인덱스펀드 운용을 목적으로 설계된 지수로서 잔존만기 3년 이하의 투자 가능 채권 120개 종목으로 구성,,2006-11-08,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,,DOC000057,1|3|9|45|47|11|16,[p.1] 미래에셋프리미엄크레딧알파증권자투자신탁(채권); 코드 61842; 위험 6등급 | [p.11|16] 집합투자기구 연혁의 투자신탁 최초설정일 및 최초 종류 Crp 설정일 2006-11-08
FUND000056,미래에셋자산운용,미래에셋차세대Fun인덱스증권자투자신탁[주식],미래에셋차세대Fun인덱스증권자투자신탁[주식],67266,미래에셋자산운용㈜,주식형,주식,국내,투자목적 이 투자신탁은 국내주식에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으 로 하여 비교지수 대비 안정적인 초과수익을 추구하는 것을 목적으로 합니다.,2,2등급,KOSPI200 × 100%,,2007-04-05,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000058,1|3|9|49|51|11|15,[p.1] 미래에셋차세대Fun인덱스증권자투자신탁[주식]; 코드 67266; 위험 2등급 | [p.11|15] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2007-04-05
FUND000057,미래에셋자산운용,미래에셋라이프사이클7090연금증권전환형자투자신탁1호(채권),미래에셋라이프사이클7090연금증권전환형자투자신탁1호(채권),51998,미래에셋자산운용㈜,채권형,채권,국내,및 투자전략 1. 투자목적 이 투자신탁은 소득세법 및 조세특례제한법등 관련법령에 의하여 수익자의 노후생활을 대비하기 위한 자금마련을 목적으 로 하는 연금저축투자신탁으로서 국내외 채권에 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하여 투자대상자산의 가격 상승 및 이자 수익 등에 따른 투자 수익을 추구합니다.,5,5등급,KIS종합채권지수,,2005-10-28,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,,DOC000059,1|3|9|44|45|10|14,[p.1] 미래에셋라이프사이클7090연금증권전환형자투자신탁1호(채권); 코드 51998; 위험 5등급 | [p.10|14] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2005-10-28
FUND000058,미래에셋자산운용,미래에셋솔로몬단기국공채증권자투자신탁1호(채권),미래에셋솔로몬단기국공채증권자투자신탁1호(채권),41091,미래에셋자산운용㈜,채권형,채권,국내,투자목적 이 투자신탁은 국내 국공채에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자 산으로 하여 이자 수익 등에 따른 투자 수익을 추구합니다.,5,5등급,Customized KIS국공채지수(3M~ 3Y),,2003-12-30,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,,DOC000060,1|3|8|40|42|10|12,[p.1] 미래에셋솔로몬단기국공채증권자투자신탁1호(채권); 코드 41091; 위험 5등급 | [p.10|12] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2003-12-30
FUND000059,미래에셋자산운용,미래에셋솔로몬중장기국공채증권자투자신탁1호(채권),미래에셋솔로몬중장기국공채증권자투자신탁1호(채권),94377,미래에셋자산운용㈜,채권형,채권,국내,투자목적 이 투자신탁은 국내 채권에 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하여 수익을 추구하는 것을 목표로 합니다.,5,5등급,Customized KIS국공채시장지수 (20년 이상 제외),,2009-05-11,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,,DOC000061,1|3|9|43|45|11|14,[p.1] 미래에셋솔로몬중장기국공채증권자투자신탁1호(채권); 코드 94377; 위험 5등급 | [p.11|14] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2009-05-11
FUND000060,미래에셋자산운용,미래에셋솔로몬장기국공채증권자투자신탁1호(채권),미래에셋솔로몬장기국공채증권자투자신탁1호(채권),88824,미래에셋자산운용㈜,채권형,채권,국내,투자목적 이 투자신탁은 국내 국공채에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자 산으로 하여 수익을 추구합니다.,5,5등급,Customized KIS 국공채지수,,2008-11-18,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,,DOC000062,1|3|9|46|48|11|14,[p.1] 미래에셋솔로몬장기국공채증권자투자신탁1호(채권); 코드 88824; 위험 5등급 | [p.11|14] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2008-11-18
FUND000061,미래에셋자산운용,미래에셋AI퀀트미국투자등급회사채증권자투자신탁(채권),미래에셋AI퀀트미국투자등급회사채증권자투자신탁(채권),E4385,미래에셋자산운용㈜,채권형,채권,해외,투자목적 이 투자신탁은 채권에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하여 이자수익 등의 투자 수익을 추구합니다.,4,4등급,Bloomberg US Corporate Total Return KRW Hedged * 95% + Call금리 5%,,2024-08-01,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,,DOC000063,1|4|10|49|50|12|15,[p.1] 미래에셋AI퀀트미국투자등급회사채증권자투자신탁(채권); 코드 E4385; 위험 4등급 | [p.12|15] 집합투자기구 연혁의 최초설정일 및 설정된 최초 클래스의 설정일 2024-08-01
FUND000062,미래에셋자산운용,미래에셋프리미엄크레딧초단기증권투자신탁(채권),미래에셋프리미엄크레딧초단기증권투자신탁(채권),EH101,미래에셋자산운용㈜,채권형,채권,국내,투자목적 이 투자신탁은 국내 채권 및 기업어음증권을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하여 이 자수익등의 투자 수익을 추구합니다.,5,5등급,,,,NOT_ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,,DOC000064,1|4|10|36|5|12|13,[p.1] 미래에셋프리미엄크레딧초단기증권투자신탁(채권); 코드 EH101; 위험 5등급; [p.36] 자산구성 현황 해당사항 없음 | [p.5|12|13] 운용실적 해당사항 없음; 연혁에는 2025-01-09 증권신고서 효력발생만 기재; 모든 클래스 최초설정일은 공란
FUND000063,미래에셋자산운용,미래에셋퇴직플랜증권자투자신탁1호(주식),미래에셋퇴직플랜증권자투자신탁1호(주식),53692,미래에셋자산운용㈜,주식형,주식,국내,투자목적 이 투자신탁은 국내 주식에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산 으로 하여 투자대상자산의 가격 상승에 따른 투자 수익을 추구합니다.,2,2등급,KOSPI,,2006-01-04,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000065,1|3|8|33|35|9|11,[p.1] 미래에셋퇴직플랜증권자투자신탁1호(주식); 코드 53692; 위험 2등급 | [p.9|11] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2006-01-04
FUND000064,미래에셋자산운용,미래에셋라이프사이클2030연금증권전환형자투자신탁1호(주식),미래에셋라이프사이클2030연금증권전환형자투자신탁1호(주식),51915,미래에셋자산운용㈜,주식형,주식,국내,투자목적 이 투자신탁은 소득세법 및 조세특례제한법등 관련법령에 의하여 수익자의 노후생활을 대비하기 위한 자금마련을 목적으 로 하는 연금저축투자신탁으로서 국내와 해외의 주식 및 국내외 집합투자기구에 투자하는 모투자신탁을 법 시행령 제94 조제2항제4호에서 규정하는 주된 투자대상자산으로 하여 투자대상자산의 가격 상승에 따른 투자 수익을 추구합니다.,2,2등급,KOSPI,,2005-10-26,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000066,1|3|9|69|70|11|18,[p.1] 미래에셋라이프사이클2030연금증권전환형자투자신탁1호(주식); 코드 51915; 위험 2등급 | [p.11|18] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2005-10-26
FUND000065,미래에셋자산운용,미래에셋퇴직연금코어밸류증권자투자신탁1호(주식),미래에셋퇴직연금코어밸류증권자투자신탁1호(주식),A7482,미래에셋자산운용㈜,주식형,주식,국내,투자목적 이 투자신탁은 국내 주식에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산 으로 하여 수익을 추구하는 것을 목적으로 합니다.,2,2등급,KOSPI,,2015-04-29,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000067,1|3|8|33|35|9|11,[p.1] 미래에셋퇴직연금코어밸류증권자투자신탁1호(주식); 코드 A7482; 위험 2등급 | [p.9|11] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2015-04-29
FUND000066,미래에셋자산운용,미래에셋퇴직연금고배당포커스증권자투자신탁1호(주식),미래에셋퇴직연금고배당포커스증권자투자신탁1호(주식),A7490,미래에셋자산운용㈜,주식형,주식,국내,투자목적 이 투자신탁은 국내 주식에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산 으로 하여 수익을 추구하는 것을 목적으로 한다.,3,3등급,KOSPI,,2015-07-01,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000068,1|3|8|33|35|9|11,[p.1] 미래에셋퇴직연금고배당포커스증권자투자신탁1호(주식); 코드 A7490; 위험 3등급 | [p.9|11] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2015-07-01
FUND000067,미래에셋자산운용,미래에셋스마트롱숏70증권자투자신탁1호(주식),미래에셋스마트롱숏70증권자투자신탁1호(주식),AR143,미래에셋자산운용㈜,주식형,주식,국내,투자목적 이 투자신탁은 국내 주식을 주된 투자대상으로 하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자 대상자산으로 하여 투자대상자산의 가격 상승에 따른 투자 수익을 추구합니다.,4,4등급,KIS국고채1~ 2년× 70% + KOSPI× 30%,,2014-04-16,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000069,1|3|9|48|50|11|13,[p.1] 미래에셋스마트롱숏70증권자투자신탁1호(주식); 코드 AR143; 위험 4등급 | [p.11|13] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2014-04-16
FUND000068,미래에셋자산운용,미래에셋인덱스플러스연금증권전환형자투자신탁1호(주식),미래에셋인덱스플러스연금증권전환형자투자신탁1호(주식),AA454,미래에셋자산운용㈜,주식형,주식,국내,투자목적 이 투자신탁은 소득세법 및 조세특례제한법등 관련법령에 의하여 수익자의 노후생활을 대비하기 위한 자금마련을 목적으 로 하는 연금저축투자신탁으로서 국내의 주식 및 국내 집합투자기구에 투자하는 모투자신탁을 법 시행령 제94조제2항제 4호에서 규정하는 주된 투자대상자산으로 하여 투자대상자산의 가격 상승에 따른 투자 수익을 추구합니다.,2,2등급,KOSPI 200,,2012-05-07,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000070,1|3|9|45|46|11|14,[p.1] 미래에셋인덱스플러스연금증권전환형자투자신탁1호(주식); 코드 AA454; 위험 2등급 | [p.11|14] 집합투자기구 연혁의 펀드 최초설정일; 종류 C 설정일은 2012-05-08 2012-05-07
FUND000069,미래에셋자산운용,미래에셋솔로몬초단기국공채증권자투자신탁2호(채권),미래에셋솔로몬초단기국공채증권자투자신탁2호(채권),BX428,미래에셋자산운용㈜,채권형,채권,국내,투자목적 이 투자신탁은 국내 국공채에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자 산으로 하여 이자 수익 등에 따른 투자 수익을 추구합니다.,6,6등급,Customized KIS 단기 국공채지수 (3M~ 1Y),,2017-10-23,ESTABLISHED,,,투자신탁|증권(채권형)|개방형|추가형|종류형,,,DOC000071,1|4|11|49|51|13|15,[p.1] 미래에셋솔로몬초단기국공채증권자투자신탁2호(채권); 코드 BX428; 위험 6등급 | [p.13|15] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2017-10-23
FUND000070,미래에셋자산운용,미래에셋그린뉴딜인덱스증권자투자신탁(주식),미래에셋그린뉴딜인덱스증권자투자신탁(주식),94802,미래에셋자산운용㈜,주식형,주식,국내,투자목적 이 투자신탁은 ESG 중 E 관련 국내 주식에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하여 “ MKF그린뉴딜지수” 를 추적대상지수로 하여 보수차감후 1좌당 순자산가치의 변동률을 지수의 변 동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다.,1,1등급,MKF그린뉴딜지수,,2009-06-05,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000072,1|3|9|48|50|11|14,[p.1] 미래에셋그린뉴딜인덱스증권자투자신탁(주식); 코드 94802; 위험 1등급 | [p.11|14] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2009-06-05
FUND000071,미래에셋자산운용,미래에셋코어테크증권자투자신탁(주식),미래에셋코어테크증권자투자신탁(주식),CW637,미래에셋자산운용㈜,주식형,주식,국내,투자목적 이 투자신탁은 국내 주식에 투자하는 모투자신탁을 주된 투자대상자산으로 하여 수익을 추구하는 것을 목적으로 합니다.,1,1등급,없음 이 투자신탁은 투자전략의 특징상 비교 가능한 지수가 없습니다. 다만 아래와 같이 참조지수를 활용할 예정입니다. *참조지수: KOSPI * 100%,,2019-10-21,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000073,1|4|10|47|49|12|14,[p.1] 미래에셋코어테크증권자투자신탁(주식); 코드 CW637; 위험 1등급 | [p.12|14] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2019-10-21
FUND000072,미래에셋자산운용,미래에셋퇴직플랜KRX100인덱스증권자투자신탁1호(주식),미래에셋퇴직플랜KRX100인덱스증권자투자신탁1호(주식),92682,미래에셋자산운용㈜,주식형,주식,국내,투자목적 이 투자신탁은 국내 주식에 주로 투자하는 모투자신탁을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산 으로 하여 수익을 추구하는 것을 목적으로 합니다.,2,2등급,KRX100 지수,,2014-01-15,ESTABLISHED,,,투자신탁|증권(주식형)|개방형|추가형|종류형,,,DOC000074,1|3|8|33|35|9|11,[p.1] 미래에셋퇴직플랜KRX100인덱스증권자투자신탁1호(주식); 코드 92682; 위험 2등급 | [p.9|11] 집합투자기구 연혁의 최초설정일 및 최초 클래스 설정일 2014-01-15
